id	vnum0	count0	vnum1	count1	vnum2	count2	vnum3	count3	vnum4	count4	cost	src_vnum	result_vnum	prob
41	0	0	0	0	0	0	0	0	0	0	13000	0	0	80
42	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
43	0	0	0	0	0	0	0	0	0	0	40000	0	0	60
44	0	0	0	0	0	0	0	0	0	0	70000	0	0	50
45	0	0	0	0	0	0	0	0	0	0	120000	0	0	40
46	0	0	0	0	0	0	0	0	0	0	1200	0	0	100
47	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
48	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
49	0	0	0	0	0	0	0	0	0	0	10000	0	0	90
50	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
51	0	0	0	0	0	0	0	0	0	0	30000	0	0	80
52	0	0	0	0	0	0	0	0	0	0	45000	0	0	60
53	0	0	0	0	0	0	0	0	0	0	90000	0	0	50
54	0	0	0	0	0	0	0	0	0	0	150000	0	0	40
55	0	0	0	0	0	0	0	0	0	0	600	0	0	100
56	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
57	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
58	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
59	0	0	0	0	0	0	0	0	0	0	10000	0	0	80
60	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
61	0	0	0	0	0	0	0	0	0	0	30000	0	0	60
62	0	0	0	0	0	0	0	0	0	0	45000	0	0	50
63	0	0	0	0	0	0	0	0	0	0	75000	0	0	40
64	0	0	0	0	0	0	0	0	0	0	1000	0	0	100
65	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
66	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
67	0	0	0	0	0	0	0	0	0	0	8000	0	0	90
68	0	0	0	0	0	0	0	0	0	0	13000	0	0	80
69	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
70	0	0	0	0	0	0	0	0	0	0	40000	0	0	60
71	0	0	0	0	0	0	0	0	0	0	70000	0	0	50
72	0	0	0	0	0	0	0	0	0	0	120000	0	0	40
73	0	0	0	0	0	0	0	0	0	0	1200	0	0	100
74	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
75	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
76	0	0	0	0	0	0	0	0	0	0	10000	0	0	90
77	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
78	0	0	0	0	0	0	0	0	0	0	30000	0	0	80
79	0	0	0	0	0	0	0	0	0	0	45000	0	0	60
80	0	0	0	0	0	0	0	0	0	0	90000	0	0	50
81	0	0	0	0	0	0	0	0	0	0	150000	0	0	40
82	0	0	0	0	0	0	0	0	0	0	600	0	0	100
83	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
84	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
85	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
86	0	0	0	0	0	0	0	0	0	0	10000	0	0	80
87	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
88	0	0	0	0	0	0	0	0	0	0	30000	0	0	60
89	0	0	0	0	0	0	0	0	0	0	45000	0	0	50
90	0	0	0	0	0	0	0	0	0	0	75000	0	0	40
91	0	0	0	0	0	0	0	0	0	0	1000	0	0	100
92	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
93	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
94	0	0	0	0	0	0	0	0	0	0	8000	0	0	90
95	0	0	0	0	0	0	0	0	0	0	13000	0	0	80
96	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
97	0	0	0	0	0	0	0	0	0	0	40000	0	0	60
98	0	0	0	0	0	0	0	0	0	0	70000	0	0	50
99	0	0	0	0	0	0	0	0	0	0	120000	0	0	40
100	0	0	0	0	0	0	0	0	0	0	1200	0	0	100
101	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
102	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
103	0	0	0	0	0	0	0	0	0	0	10000	0	0	90
104	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
105	0	0	0	0	0	0	0	0	0	0	30000	0	0	80
106	0	0	0	0	0	0	0	0	0	0	45000	0	0	60
107	0	0	0	0	0	0	0	0	0	0	90000	0	0	50
108	0	0	0	0	0	0	0	0	0	0	150000	0	0	40
109	0	0	0	0	0	0	0	0	0	0	600	0	0	100
110	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
111	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
112	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
113	0	0	0	0	0	0	0	0	0	0	10000	0	0	80
114	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
115	0	0	0	0	0	0	0	0	0	0	30000	0	0	60
116	0	0	0	0	0	0	0	0	0	0	45000	0	0	50
117	0	0	0	0	0	0	0	0	0	0	75000	0	0	40
118	0	0	0	0	0	0	0	0	0	0	1000	0	0	100
119	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
120	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
121	0	0	0	0	0	0	0	0	0	0	8000	0	0	90
122	0	0	0	0	0	0	0	0	0	0	13000	0	0	80
123	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
124	0	0	0	0	0	0	0	0	0	0	40000	0	0	60
125	0	0	0	0	0	0	0	0	0	0	70000	0	0	50
126	0	0	0	0	0	0	0	0	0	0	120000	0	0	40
127	0	0	0	0	0	0	0	0	0	0	1200	0	0	100
128	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
129	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
130	0	0	0	0	0	0	0	0	0	0	10000	0	0	90
131	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
132	0	0	0	0	0	0	0	0	0	0	30000	0	0	80
133	0	0	0	0	0	0	0	0	0	0	45000	0	0	60
134	0	0	0	0	0	0	0	0	0	0	90000	0	0	50
135	0	0	0	0	0	0	0	0	0	0	150000	0	0	40
136	0	0	0	0	0	0	0	0	0	0	600	0	0	100
137	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
138	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
139	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
140	0	0	0	0	0	0	0	0	0	0	10000	0	0	80
141	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
142	0	0	0	0	0	0	0	0	0	0	30000	0	0	60
143	0	0	0	0	0	0	0	0	0	0	45000	0	0	50
144	0	0	0	0	0	0	0	0	0	0	75000	0	0	40
145	0	0	0	0	0	0	0	0	0	0	1000	0	0	100
146	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
147	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
148	0	0	0	0	0	0	0	0	0	0	8000	0	0	90
149	0	0	0	0	0	0	0	0	0	0	13000	0	0	80
150	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
151	0	0	0	0	0	0	0	0	0	0	40000	0	0	60
152	0	0	0	0	0	0	0	0	0	0	70000	0	0	50
153	0	0	0	0	0	0	0	0	0	0	120000	0	0	40
154	0	0	0	0	0	0	0	0	0	0	1200	0	0	100
155	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
156	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
157	0	0	0	0	0	0	0	0	0	0	10000	0	0	90
158	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
159	0	0	0	0	0	0	0	0	0	0	30000	0	0	80
160	0	0	0	0	0	0	0	0	0	0	45000	0	0	60
161	0	0	0	0	0	0	0	0	0	0	90000	0	0	50
162	0	0	0	0	0	0	0	0	0	0	150000	0	0	40
163	0	0	0	0	0	0	0	0	0	0	600	0	0	100
164	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
165	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
166	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
167	0	0	0	0	0	0	0	0	0	0	10000	0	0	80
168	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
169	0	0	0	0	0	0	0	0	0	0	30000	0	0	60
170	0	0	0	0	0	0	0	0	0	0	45000	0	0	50
171	0	0	0	0	0	0	0	0	0	0	75000	0	0	40
172	0	0	0	0	0	0	0	0	0	0	1000	0	0	100
173	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
174	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
175	0	0	0	0	0	0	0	0	0	0	8000	0	0	90
176	0	0	0	0	0	0	0	0	0	0	13000	0	0	80
177	0	0	0	0	0	0	0	0	0	0	20000	0	0	80
178	0	0	0	0	0	0	0	0	0	0	40000	0	0	60
179	0	0	0	0	0	0	0	0	0	0	70000	0	0	50
180	0	0	0	0	0	0	0	0	0	0	120000	0	0	40
181	0	0	0	0	0	0	0	0	0	0	10000	0	0	100
182	0	0	0	0	0	0	0	0	0	0	20000	0	0	100
183	0	0	0	0	0	0	0	0	0	0	20000	0	0	100
184	0	0	0	0	0	0	0	0	0	0	20000	0	0	100
185	0	0	0	0	0	0	0	0	0	0	30000	0	0	100
186	0	0	0	0	0	0	0	0	0	0	35000	0	0	85
187	30522	1	0	0	0	0	0	0	0	0	80000	0	0	80
188	30522	2	0	0	0	0	0	0	0	0	90000	0	0	70
189	30522	3	0	0	0	0	0	0	0	0	150000	0	0	60
190	0	0	0	0	0	0	0	0	0	0	600	0	0	90
191	0	0	0	0	0	0	0	0	0	0	1200	0	0	80
192	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
193	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
194	0	0	0	0	0	0	0	0	0	0	10000	0	0	100
195	0	0	0	0	0	0	0	0	0	0	20000	0	0	90
196	0	0	0	0	0	0	0	0	0	0	30000	0	0	90
197	0	0	0	0	0	0	0	0	0	0	45000	0	0	90
198	0	0	0	0	0	0	0	0	0	0	75000	0	0	70
199	0	0	0	0	0	0	0	0	0	0	1000	0	0	60
200	0	0	0	0	0	0	0	0	0	0	2000	0	0	50
201	0	0	0	0	0	0	0	0	0	0	4000	0	0	40
202	0	0	0	0	0	0	0	0	0	0	8000	0	0	30
203	0	0	0	0	0	0	0	0	0	0	13000	0	0	100
204	0	0	0	0	0	0	0	0	0	0	20000	0	0	63
205	0	0	0	0	0	0	0	0	0	0	40000	0	0	54
206	0	0	0	0	0	0	0	0	0	0	70000	0	0	45
207	0	0	0	0	0	0	0	0	0	0	120000	0	0	36
208	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
209	0	0	0	0	0	0	0	0	0	0	2500	0	0	81
210	0	0	0	0	0	0	0	0	0	0	5000	0	0	72
211	0	0	0	0	0	0	0	0	0	0	10000	0	0	63
212	0	0	0	0	0	0	0	0	0	0	20000	0	0	54
213	0	0	0	0	0	0	0	0	0	0	30000	0	0	45
214	0	0	0	0	0	0	0	0	0	0	45000	0	0	36
215	0	0	0	0	0	0	0	0	0	0	90000	0	0	27
216	0	0	0	0	0	0	0	0	0	0	150000	0	0	18
217	0	0	0	0	0	0	0	0	0	0	600	0	0	90
218	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
219	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
220	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
221	0	0	0	0	0	0	0	0	0	0	10000	0	0	81
222	0	0	0	0	0	0	0	0	0	0	20000	0	0	63
223	0	0	0	0	0	0	0	0	0	0	30000	0	0	54
224	0	0	0	0	0	0	0	0	0	0	45000	0	0	50
225	0	0	0	0	0	0	0	0	0	0	75000	0	0	33
226	51001	15	0	0	0	0	0	0	0	0	50000	0	0	40
227	0	0	0	0	0	0	0	0	0	0	50000	0	0	33
228	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
229	0	0	0	0	0	0	0	0	0	0	8000	0	0	81
230	0	0	0	0	0	0	0	0	0	0	13000	0	0	72
231	0	0	0	0	0	0	0	0	0	0	20000	0	0	63
232	0	0	0	0	0	0	0	0	0	0	40000	0	0	54
233	0	0	0	0	0	0	0	0	0	0	70000	0	0	45
234	0	0	0	0	0	0	0	0	0	0	120000	0	0	36
235	0	0	0	0	0	0	0	0	0	0	1200	0	0	100
236	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
237	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
238	0	0	0	0	0	0	0	0	0	0	10000	0	0	80
239	0	0	0	0	0	0	0	0	0	0	20000	0	0	70
240	0	0	0	0	0	0	0	0	0	0	30000	0	0	65
241	0	0	0	0	0	0	0	0	0	0	45000	0	0	50
242	0	0	0	0	0	0	0	0	0	0	90000	0	0	40
243	0	0	0	0	0	0	0	0	0	0	150000	0	0	35
244	0	0	0	0	0	0	0	0	0	0	600	0	0	90
245	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
246	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
247	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
248	0	0	0	0	0	0	0	0	0	0	10000	0	0	81
249	0	0	0	0	0	0	0	0	0	0	20000	0	0	63
250	0	0	0	0	0	0	0	0	0	0	30000	0	0	54
251	0	0	0	0	0	0	0	0	0	0	45000	0	0	45
252	0	0	0	0	0	0	0	0	0	0	75000	0	0	36
253	0	0	0	0	0	0	0	0	0	0	1000	0	0	90
254	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
255	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
256	0	0	0	0	0	0	0	0	0	0	8000	0	0	81
257	0	0	0	0	0	0	0	0	0	0	13000	0	0	72
258	0	0	0	0	0	0	0	0	0	0	20000	0	0	63
259	0	0	0	0	0	0	0	0	0	0	40000	0	0	54
260	0	0	0	0	0	0	0	0	0	0	70000	0	0	45
261	0	0	0	0	0	0	0	0	0	0	120000	0	0	36
262	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
263	0	0	0	0	0	0	0	0	0	0	2500	0	0	81
264	0	0	0	0	0	0	0	0	0	0	5000	0	0	72
265	0	0	0	0	0	0	0	0	0	0	10000	0	0	63
266	0	0	0	0	0	0	0	0	0	0	20000	0	0	54
267	0	0	0	0	0	0	0	0	0	0	30000	0	0	45
268	0	0	0	0	0	0	0	0	0	0	45000	0	0	36
269	0	0	0	0	0	0	0	0	0	0	90000	0	0	27
270	0	0	0	0	0	0	0	0	0	0	150000	0	0	18
271	0	0	0	0	0	0	0	0	0	0	600	0	0	90
272	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
273	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
274	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
275	0	0	0	0	0	0	0	0	0	0	10000	0	0	81
276	0	0	0	0	0	0	0	0	0	0	20000	0	0	63
277	0	0	0	0	0	0	0	0	0	0	30000	0	0	54
278	0	0	0	0	0	0	0	0	0	0	45000	0	0	45
279	0	0	0	0	0	0	0	0	0	0	75000	0	0	36
280	0	0	0	0	0	0	0	0	0	0	1000	0	0	90
281	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
282	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
283	0	0	0	0	0	0	0	0	0	0	8000	0	0	81
284	0	0	0	0	0	0	0	0	0	0	13000	0	0	72
285	0	0	0	0	0	0	0	0	0	0	20000	0	0	63
286	0	0	0	0	0	0	0	0	0	0	40000	0	0	54
287	0	0	0	0	0	0	0	0	0	0	70000	0	0	45
288	0	0	0	0	0	0	0	0	0	0	120000	0	0	36
289	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
290	0	0	0	0	0	0	0	0	0	0	2500	0	0	81
291	0	0	0	0	0	0	0	0	0	0	5000	0	0	72
292	0	0	0	0	0	0	0	0	0	0	10000	0	0	63
293	0	0	0	0	0	0	0	0	0	0	20000	0	0	54
294	0	0	0	0	0	0	0	0	0	0	30000	0	0	45
295	0	0	0	0	0	0	0	0	0	0	45000	0	0	36
296	0	0	0	0	0	0	0	0	0	0	90000	0	0	27
297	0	0	0	0	0	0	0	0	0	0	150000	0	0	18
298	0	0	0	0	0	0	0	0	0	0	600	0	0	90
299	0	0	0	0	0	0	0	0	0	0	1200	0	0	90
300	0	0	0	0	0	0	0	0	0	0	2500	0	0	90
301	0	0	0	0	0	0	0	0	0	0	5000	0	0	90
302	0	0	0	0	0	0	0	0	0	0	10000	0	0	81
303	0	0	0	0	0	0	0	0	0	0	20000	0	0	63
304	0	0	0	0	0	0	0	0	0	0	30000	0	0	54
305	0	0	0	0	0	0	0	0	0	0	45000	0	0	45
306	0	0	0	0	0	0	0	0	0	0	75000	0	0	36
307	0	0	0	0	0	0	0	0	0	0	1000	0	0	90
308	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
309	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
310	51001	1000	30183	10	30182	5	31036	1	0	0	25000000	0	0	100
311	51001	15	27987	10	30183	1	0	0	0	0	100000	0	0	100
312	51001	30	27987	20	30183	1	0	0	0	0	150000	0	0	100
313	51001	45	27987	30	30183	1	0	0	0	0	200000	0	0	80
314	51001	60	27987	40	30183	1	0	0	0	0	250000	0	0	65
315	51001	75	27987	50	30183	1	0	0	0	0	300000	0	0	55
316	51001	100	27987	60	30183	1	0	0	0	0	350000	0	0	40
317	51001	125	27987	70	30183	1	0	0	0	0	400000	0	0	25
318	51001	150	27987	80	30183	2	0	0	0	0	450000	0	0	15
319	51001	200	27987	100	30183	3	0	0	0	0	500000	0	0	10
320	0	0	0	0	0	0	0	0	0	0	20000	0	0	54
321	30188	10	72322	1	0	0	0	0	0	0	500000	0	0	100
322	30188	20	72322	1	0	0	0	0	0	0	500000	0	0	90
323	30188	30	72322	1	0	0	0	0	0	0	500000	0	0	80
324	30188	40	72322	1	0	0	0	0	0	0	500000	0	0	70
325	30188	50	72322	1	0	0	0	0	0	0	500000	0	0	55
326	30188	60	72322	1	0	0	0	0	0	0	1000000	0	0	45
327	30188	70	72322	1	31086	150	0	0	0	0	1500000	0	0	25
328	30188	80	72322	2	31086	200	0	0	0	0	2000000	0	0	15
329	30188	100	72322	3	31086	250	0	0	0	0	2500000	0	0	5
330	30522	15	30137	3	30092	1	0	0	0	0	200000	0	0	100
331	51001	1000	30183	10	30182	5	31036	1	0	0	10000000	0	0	100
332	51001	15	72322	1	0	0	0	0	0	0	50000	0	0	100
333	51001	30	72322	1	0	0	0	0	0	0	100000	0	0	90
334	51001	45	72322	1	0	0	0	0	0	0	150000	0	0	80
335	51001	60	72322	1	0	0	0	0	0	0	200000	0	0	70
336	51001	75	72322	1	0	0	0	0	0	0	250000	0	0	55
337	51001	90	72322	1	0	0	0	0	0	0	300000	0	0	37
338	51001	115	27992	5	72322	1	0	0	0	0	400000	0	0	24
339	51001	130	27993	4	72322	2	0	0	0	0	500000	0	0	15
340	51001	150	27994	3	72322	3	0	0	0	0	1000000	0	0	7
341	0	0	0	0	0	0	0	0	0	0	70000	0	0	45
342	0	0	0	0	0	0	0	0	0	0	120000	0	0	36
343	0	0	0	0	0	0	0	0	0	0	1200	0	0	100
344	0	0	0	0	0	0	0	0	0	0	2500	0	0	100
345	0	0	0	0	0	0	0	0	0	0	5000	0	0	100
346	0	0	0	0	0	0	0	0	0	0	10000	0	0	100
347	0	0	0	0	0	0	0	0	0	0	20000	0	0	100
348	0	0	0	0	0	0	0	0	0	0	30000	0	0	100
349	51001	1	0	0	0	0	0	0	0	0	45000	0	0	80
350	51001	2	0	0	0	0	0	0	0	0	90000	0	0	75
351	51001	3	0	0	0	0	0	0	0	0	150000	0	0	65
352	0	0	0	0	0	0	0	0	0	0	3000	0	0	90
353	0	0	0	0	0	0	0	0	0	0	6000	0	0	90
354	0	0	0	0	0	0	0	0	0	0	12000	0	0	90
355	0	0	0	0	0	0	0	0	0	0	25000	0	0	81
356	0	0	0	0	0	0	0	0	0	0	40000	0	0	72
357	0	0	0	0	0	0	0	0	0	0	60000	0	0	63
358	0	0	0	0	0	0	0	0	0	0	90000	0	0	54
359	0	0	0	0	0	0	0	0	0	0	120000	0	0	90
360	0	0	0	0	0	0	0	0	0	0	150000	0	0	36
400	51001	1500	71123	10	71129	10	31036	1	0	0	10000000	0	0	100
401	51001	15	70027	3	0	0	0	0	0	0	50000	0	0	100
402	51001	30	70027	6	0	0	0	0	0	0	100000	0	0	90
403	51001	45	70027	9	0	0	0	0	0	0	150000	0	0	80
404	51001	60	70027	12	0	0	0	0	0	0	200000	0	0	70
405	51001	75	30199	6	70027	25	0	0	0	0	250000	0	0	60
406	51001	90	30199	8	70027	30	0	0	0	0	300000	0	0	50
407	51001	115	30199	12	70027	35	0	0	0	0	350000	0	0	45
408	51001	150	30199	15	70027	40	0	0	0	0	400000	0	0	30
426	0	0	0	0	0	0	0	0	0	0	2000	0	0	90
427	0	0	0	0	0	0	0	0	0	0	4000	0	0	90
428	0	0	0	0	0	0	0	0	0	0	8000	0	0	90
429	0	0	0	0	0	0	0	0	0	0	16000	0	0	81
430	0	0	0	0	0	0	0	0	0	0	26000	0	0	72
431	0	0	0	0	0	0	0	0	0	0	40000	0	0	63
432	0	0	0	0	0	0	0	0	0	0	80000	0	0	54
433	0	0	0	0	0	0	0	0	0	0	150000	0	0	45
434	0	0	0	0	0	0	0	0	0	0	240000	0	0	36
501	70031	25	31036	1	0	0	0	0	0	0	10000000	0	0	100
502	0	0	0	0	0	0	0	0	0	0	20000	0	0	100
503	0	0	0	0	0	0	0	0	0	0	25000	0	0	100
504	0	0	0	0	0	0	0	0	0	0	30000	0	0	100
505	0	0	0	0	0	0	0	0	0	0	35000	0	0	100
506	0	0	0	0	0	0	0	0	0	0	50000	0	0	90
507	0	0	0	0	0	0	0	0	0	0	55000	0	0	85
508	51001	5	0	0	0	0	0	0	0	0	75000	0	0	75
509	51001	10	0	0	0	0	0	0	0	0	85000	0	0	55
510	51001	15	0	0	0	0	0	0	0	0	100000	0	0	40
531	0	0	0	0	0	0	0	0	0	0	50000	0	0	100
532	0	0	0	0	0	0	0	0	0	0	60000	0	0	100
533	0	0	0	0	0	0	0	0	0	0	70000	0	0	100
534	0	0	0	0	0	0	0	0	0	0	80000	0	0	100
535	0	0	0	0	0	0	0	0	0	0	85000	0	0	90
536	0	0	0	0	0	0	0	0	0	0	95000	0	0	70
537	51001	25	0	0	0	0	0	0	0	0	100000	0	0	50
538	51001	50	0	0	0	0	0	0	0	0	150000	0	0	30
539	51001	75	0	0	0	0	0	0	0	0	200000	0	0	20
701	0	0	0	0	0	0	0	0	0	0	500000	0	0	45
702	0	0	0	0	0	0	0	0	0	0	2000000	0	0	25
703	0	0	0	0	0	0	0	0	0	0	0	0	0	100
751	0	0	0	0	0	0	0	0	0	0	100000	0	0	45
752	0	0	0	0	0	0	0	0	0	0	500000	0	0	54
753	0	0	0	0	0	0	0	0	0	0	2000000	0	0	36
758	0	0	0	0	0	0	0	0	0	0	125000	0	0	100
759	0	0	0	0	0	0	0	0	0	0	200000	0	0	100
902	30188	20	70022	10	72322	2	0	0	0	0	1000000	0	0	100
903	30188	30	70022	20	72322	2	0	0	0	0	1500000	0	0	95
904	30188	40	70022	30	72322	2	0	0	0	0	2000000	0	0	90
905	30188	50	70022	40	72322	2	0	0	0	0	2500000	0	0	80
906	30188	70	70022	50	72322	2	0	0	0	0	3000000	0	0	70
907	30188	90	70022	60	72322	2	0	0	0	0	3500000	0	0	60
908	30188	110	30617	150	72322	3	30035	1	0	0	4000000	0	0	40
909	30188	130	30617	200	72322	3	30035	2	0	0	4500000	0	0	30
910	30188	150	30617	250	72322	4	30035	2	0	0	5000000	0	0	15
911	70011	5	52701	5	31006	5	71047	3	0	0	500000000	0	0	100
601	51001	5	0	0	0	0	0	0	0	0	1000000	0	0	100
602	51001	10	0	0	0	0	0	0	0	0	2000000	0	0	95
603	51001	15	0	0	0	0	0	0	0	0	3000000	0	0	85
604	51001	20	0	0	0	0	0	0	0	0	4000000	0	0	80
605	51001	25	0	0	0	0	0	0	0	0	5000000	0	0	70
606	51001	35	0	0	0	0	0	0	0	0	6000000	0	0	55
607	51001	40	0	0	0	0	0	0	0	0	7000000	0	0	45
608	51001	45	0	0	0	0	0	0	0	0	8500000	0	0	30
609	51001	50	0	0	0	0	0	0	0	0	10000000	0	0	20
912	51001	20	0	0	0	0	0	0	0	0	2000000	0	0	40
913	51001	2500	27996	10	30159	10	71047	8	0	0	500000000	0	0	100
611	51001	5	72703	5	72704	5	72705	5	0	0	50000000	0	0	100
612	51001	10	72703	10	72704	10	72705	10	0	0	50000000	0	0	90
613	51001	20	72703	20	72704	20	72705	20	0	0	50000000	0	0	80
614	51001	30	72703	30	72704	30	72705	30	0	0	50000000	0	0	70
615	51001	40	72703	40	72704	40	72705	40	0	0	50000000	0	0	50
616	51001	50	72703	50	72704	50	72705	50	0	0	50000000	0	0	30
617	51001	60	72703	60	72704	60	72705	60	0	0	70000000	0	0	20
618	51001	80	72703	80	72704	80	72705	80	0	0	90000000	0	0	12
619	51001	100	72703	100	72704	100	72705	100	0	0	100000000	0	0	6
440	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	100
441	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	100
442	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	60
443	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	60
